"currentWeight","theoreticalCount","site","trueCount"
"1.3600000000000008","16","https://www.rarecarat.com/Home/GetWhiteflash/e90d3ee8-8dad-495c-ad3d-596ce677f787","16"
"1.3600000000000008","14","https://www.rarecarat.com/Home/GetZales/e90d3ee8-8dad-495c-ad3d-596ce677f787","14"
"1.3600000000000008","11","https://www.rarecarat.com/Home/GetRitani/e90d3ee8-8dad-495c-ad3d-596ce677f787","11"
"1.3600000000000008","16","https://www.rarecarat.com/Home/GetZoara/e90d3ee8-8dad-495c-ad3d-596ce677f787","16"
"1.3600000000000008","41","https://www.rarecarat.com/Home/GetWonderJewelers/e90d3ee8-8dad-495c-ad3d-596ce677f787","41"
"1.3700000000000008","11","https://www.rarecarat.com/Home/GetWhiteflash/73a01349-74cc-4c9c-ad40-42c2998df93a","11"
"1.3700000000000008","11","https://www.rarecarat.com/Home/GetZales/73a01349-74cc-4c9c-ad40-42c2998df93a","11"
"1.3700000000000008","20","https://www.rarecarat.com/Home/GetRitani/73a01349-74cc-4c9c-ad40-42c2998df93a","20"
"1.3700000000000008","11","https://www.rarecarat.com/Home/GetZoara/73a01349-74cc-4c9c-ad40-42c2998df93a","11"
"1.3700000000000008","58","https://www.rarecarat.com/Home/GetWonderJewelers/73a01349-74cc-4c9c-ad40-42c2998df93a","50"
"1.3800000000000008","14","https://www.rarecarat.com/Home/GetWhiteflash/bac71aee-1876-4971-be73-bf7aaf24ea00","14"
"1.3800000000000008","6","https://www.rarecarat.com/Home/GetZales/bac71aee-1876-4971-be73-bf7aaf24ea00","6"
"1.3800000000000008","12","https://www.rarecarat.com/Home/GetRitani/bac71aee-1876-4971-be73-bf7aaf24ea00","12"
"1.3800000000000008","17","https://www.rarecarat.com/Home/GetZoara/bac71aee-1876-4971-be73-bf7aaf24ea00","17"
"1.3800000000000008","44","https://www.rarecarat.com/Home/GetWonderJewelers/bac71aee-1876-4971-be73-bf7aaf24ea00","44"
"1.3900000000000008","12","https://www.rarecarat.com/Home/GetWhiteflash/9269a5d6-2d21-4a6e-822f-c1a64a096a4b","12"
"1.3900000000000008","6","https://www.rarecarat.com/Home/GetZales/9269a5d6-2d21-4a6e-822f-c1a64a096a4b","6"
"1.3900000000000008","8","https://www.rarecarat.com/Home/GetRitani/9269a5d6-2d21-4a6e-822f-c1a64a096a4b","8"
"1.3900000000000008","13","https://www.rarecarat.com/Home/GetZoara/9269a5d6-2d21-4a6e-822f-c1a64a096a4b","13"
"1.3900000000000008","31","https://www.rarecarat.com/Home/GetWonderJewelers/9269a5d6-2d21-4a6e-822f-c1a64a096a4b","31"
"1.4000000000000008","176","https://www.rarecarat.com/Home/GetWhiteflash/642b3a8a-5005-4642-9522-7606b2a94641","50"
"1.4000000000000008","124","https://www.rarecarat.com/Home/GetZales/642b3a8a-5005-4642-9522-7606b2a94641","40"
"1.4000000000000008","110","https://www.rarecarat.com/Home/GetRitani/642b3a8a-5005-4642-9522-7606b2a94641","25"
"1.4000000000000008","176","https://www.rarecarat.com/Home/GetZoara/642b3a8a-5005-4642-9522-7606b2a94641","16"
"1.4000000000000008","341","https://www.rarecarat.com/Home/GetWonderJewelers/642b3a8a-5005-4642-9522-7606b2a94641","50"
"1.4100000000000008","49","https://www.rarecarat.com/Home/GetWhiteflash/e7fdd936-cae2-4894-af42-f03a2a68418a","49"
"1.4100000000000008","32","https://www.rarecarat.com/Home/GetZales/e7fdd936-cae2-4894-af42-f03a2a68418a","32"
"1.4100000000000008","25","https://www.rarecarat.com/Home/GetRitani/e7fdd936-cae2-4894-af42-f03a2a68418a","25"
"1.4100000000000008","49","https://www.rarecarat.com/Home/GetZoara/e7fdd936-cae2-4894-af42-f03a2a68418a","10"
"1.4100000000000008","117","https://www.rarecarat.com/Home/GetWonderJewelers/e7fdd936-cae2-4894-af42-f03a2a68418a","50"
"1.4200000000000008","31","https://www.rarecarat.com/Home/GetWhiteflash/46cfabbf-ef66-4ba6-9129-381630d5641b","31"
"1.4200000000000008","13","https://www.rarecarat.com/Home/GetZales/46cfabbf-ef66-4ba6-9129-381630d5641b","13"
"1.4200000000000008","12","https://www.rarecarat.com/Home/GetRitani/46cfabbf-ef66-4ba6-9129-381630d5641b","12"
"1.4200000000000008","17","https://www.rarecarat.com/Home/GetZoara/46cfabbf-ef66-4ba6-9129-381630d5641b","16"
"1.4200000000000008","57","https://www.rarecarat.com/Home/GetWonderJewelers/46cfabbf-ef66-4ba6-9129-381630d5641b","50"
"1.4300000000000008","21","https://www.rarecarat.com/Home/GetWhiteflash/e413ae86-88f6-4c14-a7fb-d21407fa8afa","21"
"1.4300000000000008","11","https://www.rarecarat.com/Home/GetZales/e413ae86-88f6-4c14-a7fb-d21407fa8afa","11"
"1.4300000000000008","7","https://www.rarecarat.com/Home/GetRitani/e413ae86-88f6-4c14-a7fb-d21407fa8afa","7"
"1.4300000000000008","16","https://www.rarecarat.com/Home/GetZoara/e413ae86-88f6-4c14-a7fb-d21407fa8afa","16"
"1.4300000000000008","51","https://www.rarecarat.com/Home/GetWonderJewelers/e413ae86-88f6-4c14-a7fb-d21407fa8afa","50"
"1.4400000000000008","15","https://www.rarecarat.com/Home/GetWhiteflash/faf2007f-05bc-4129-926d-0c6aba4a75ef","15"
"1.4400000000000008","11","https://www.rarecarat.com/Home/GetZales/faf2007f-05bc-4129-926d-0c6aba4a75ef","11"
"1.4400000000000008","1","https://www.rarecarat.com/Home/GetRitani/faf2007f-05bc-4129-926d-0c6aba4a75ef","1"
"1.4400000000000008","10","https://www.rarecarat.com/Home/GetZoara/faf2007f-05bc-4129-926d-0c6aba4a75ef","10"
"1.4400000000000008","44","https://www.rarecarat.com/Home/GetWonderJewelers/faf2007f-05bc-4129-926d-0c6aba4a75ef","44"
"1.4500000000000008","17","https://www.rarecarat.com/Home/GetWhiteflash/5f2fb6fb-410e-4646-a071-7beb3f5d9ecb","17"
"1.4500000000000008","4","https://www.rarecarat.com/Home/GetZales/5f2fb6fb-410e-4646-a071-7beb3f5d9ecb","4"
"1.4500000000000008","13","https://www.rarecarat.com/Home/GetRitani/5f2fb6fb-410e-4646-a071-7beb3f5d9ecb","13"
"1.4500000000000008","13","https://www.rarecarat.com/Home/GetZoara/5f2fb6fb-410e-4646-a071-7beb3f5d9ecb","13"
"1.4500000000000008","43","https://www.rarecarat.com/Home/GetWonderJewelers/5f2fb6fb-410e-4646-a071-7beb3f5d9ecb","43"
"1.4600000000000009","6","https://www.rarecarat.com/Home/GetWhiteflash/7cca30e0-9fae-4d83-bcd1-fd5793c762ce","6"
"1.4600000000000009","3","https://www.rarecarat.com/Home/GetZales/7cca30e0-9fae-4d83-bcd1-fd5793c762ce","3"
"1.4600000000000009","4","https://www.rarecarat.com/Home/GetRitani/7cca30e0-9fae-4d83-bcd1-fd5793c762ce","4"
"1.4600000000000009","2","https://www.rarecarat.com/Home/GetZoara/7cca30e0-9fae-4d83-bcd1-fd5793c762ce","2"
"1.4600000000000009","16","https://www.rarecarat.com/Home/GetWonderJewelers/7cca30e0-9fae-4d83-bcd1-fd5793c762ce","16"
"1.4700000000000009","7","https://www.rarecarat.com/Home/GetWhiteflash/74ca4e35-f6c5-4edc-85be-39b8a4c51959","7"
"1.4700000000000009","2","https://www.rarecarat.com/Home/GetZales/74ca4e35-f6c5-4edc-85be-39b8a4c51959","2"
"1.4700000000000009","3","https://www.rarecarat.com/Home/GetRitani/74ca4e35-f6c5-4edc-85be-39b8a4c51959","3"
"1.4700000000000009","6","https://www.rarecarat.com/Home/GetZoara/74ca4e35-f6c5-4edc-85be-39b8a4c51959","6"
"1.4700000000000009","14","https://www.rarecarat.com/Home/GetWonderJewelers/74ca4e35-f6c5-4edc-85be-39b8a4c51959","14"
"1.4800000000000009","3","https://www.rarecarat.com/Home/GetWhiteflash/d3bb8b6e-fcd3-4519-9fe9-6ef4ee0c87a9","3"
"1.4800000000000009","2","https://www.rarecarat.com/Home/GetZales/d3bb8b6e-fcd3-4519-9fe9-6ef4ee0c87a9","2"
"1.4800000000000009","2","https://www.rarecarat.com/Home/GetRitani/d3bb8b6e-fcd3-4519-9fe9-6ef4ee0c87a9","2"
"1.4800000000000009","2","https://www.rarecarat.com/Home/GetZoara/d3bb8b6e-fcd3-4519-9fe9-6ef4ee0c87a9","2"
"1.4800000000000009","8","https://www.rarecarat.com/Home/GetWonderJewelers/d3bb8b6e-fcd3-4519-9fe9-6ef4ee0c87a9","8"
"1.4900000000000009","4","https://www.rarecarat.com/Home/GetWhiteflash/1b9740c0-8e61-4d1d-8e05-72cf2c61e9e2","4"
"1.4900000000000009","1","https://www.rarecarat.com/Home/GetZales/1b9740c0-8e61-4d1d-8e05-72cf2c61e9e2","1"
"1.4900000000000009","1","https://www.rarecarat.com/Home/GetRitani/1b9740c0-8e61-4d1d-8e05-72cf2c61e9e2","1"
"1.4900000000000009","2","https://www.rarecarat.com/Home/GetZoara/1b9740c0-8e61-4d1d-8e05-72cf2c61e9e2","2"
"1.4900000000000009","6","https://www.rarecarat.com/Home/GetWonderJewelers/1b9740c0-8e61-4d1d-8e05-72cf2c61e9e2","6"
"1.5000000000000009","253","https://www.rarecarat.com/Home/GetWhiteflash/96a95edd-340b-45a1-aa70-de6b477e46d9","50"
"1.5000000000000009","253","https://www.rarecarat.com/Home/GetZales/96a95edd-340b-45a1-aa70-de6b477e46d9","40"
"1.5000000000000009","316","https://www.rarecarat.com/Home/GetRitani/96a95edd-340b-45a1-aa70-de6b477e46d9","25"
"1.5000000000000009","497","https://www.rarecarat.com/Home/GetZoara/96a95edd-340b-45a1-aa70-de6b477e46d9","20"
"1.5000000000000009","824","https://www.rarecarat.com/Home/GetWonderJewelers/96a95edd-340b-45a1-aa70-de6b477e46d9","50"
"1.510000000000001","250","https://www.rarecarat.com/Home/GetWhiteflash/92246fae-1a80-4ccc-9cf3-dd554a8fc3ac","50"
"1.510000000000001","202","https://www.rarecarat.com/Home/GetZales/92246fae-1a80-4ccc-9cf3-dd554a8fc3ac","40"
"1.510000000000001","215","https://www.rarecarat.com/Home/GetRitani/92246fae-1a80-4ccc-9cf3-dd554a8fc3ac","25"
"1.510000000000001","306","https://www.rarecarat.com/Home/GetZoara/92246fae-1a80-4ccc-9cf3-dd554a8fc3ac","20"
"1.510000000000001","638","https://www.rarecarat.com/Home/GetWonderJewelers/92246fae-1a80-4ccc-9cf3-dd554a8fc3ac","50"
"1.520000000000001","106","https://www.rarecarat.com/Home/GetWhiteflash/21712366-b835-4869-a35b-7abaa02cbc83","50"
"1.520000000000001","59","https://www.rarecarat.com/Home/GetZales/21712366-b835-4869-a35b-7abaa02cbc83","40"
"1.520000000000001","79","https://www.rarecarat.com/Home/GetRitani/21712366-b835-4869-a35b-7abaa02cbc83","25"
"1.520000000000001","122","https://www.rarecarat.com/Home/GetZoara/21712366-b835-4869-a35b-7abaa02cbc83","18"
"1.520000000000001","264","https://www.rarecarat.com/Home/GetWonderJewelers/21712366-b835-4869-a35b-7abaa02cbc83","50"
"1.530000000000001","56","https://www.rarecarat.com/Home/GetWhiteflash/ce7ef90f-c3d3-4980-9970-cf699c913148","50"
"1.530000000000001","50","https://www.rarecarat.com/Home/GetZales/ce7ef90f-c3d3-4980-9970-cf699c913148","40"
"1.530000000000001","60","https://www.rarecarat.com/Home/GetRitani/ce7ef90f-c3d3-4980-9970-cf699c913148","25"
"1.530000000000001","75","https://www.rarecarat.com/Home/GetZoara/ce7ef90f-c3d3-4980-9970-cf699c913148","20"
"1.530000000000001","165","https://www.rarecarat.com/Home/GetWonderJewelers/ce7ef90f-c3d3-4980-9970-cf699c913148","50"
"1.540000000000001","40","https://www.rarecarat.com/Home/GetWhiteflash/c629f291-1e37-4c1f-adb6-52cffadedf9f","40"
"1.540000000000001","22","https://www.rarecarat.com/Home/GetZales/c629f291-1e37-4c1f-adb6-52cffadedf9f","22"
"1.540000000000001","30","https://www.rarecarat.com/Home/GetRitani/c629f291-1e37-4c1f-adb6-52cffadedf9f","25"
"1.540000000000001","46","https://www.rarecarat.com/Home/GetZoara/c629f291-1e37-4c1f-adb6-52cffadedf9f","19"
"1.540000000000001","127","https://www.rarecarat.com/Home/GetWonderJewelers/c629f291-1e37-4c1f-adb6-52cffadedf9f","50"
"1.550000000000001","42","https://www.rarecarat.com/Home/GetWhiteflash/0eb6b724-e577-466a-a0a6-173391451520","42"
"1.550000000000001","22","https://www.rarecarat.com/Home/GetZales/0eb6b724-e577-466a-a0a6-173391451520","22"
"1.550000000000001","40","https://www.rarecarat.com/Home/GetRitani/0eb6b724-e577-466a-a0a6-173391451520","25"
"1.550000000000001","59","https://www.rarecarat.com/Home/GetZoara/0eb6b724-e577-466a-a0a6-173391451520","18"
"1.550000000000001","98","https://www.rarecarat.com/Home/GetWonderJewelers/0eb6b724-e577-466a-a0a6-173391451520","50"
"1.560000000000001","26","https://www.rarecarat.com/Home/GetWhiteflash/c77fa71f-cd1a-4839-a514-528ca08cd9fb","26"
"1.560000000000001","23","https://www.rarecarat.com/Home/GetZales/c77fa71f-cd1a-4839-a514-528ca08cd9fb","23"
"1.560000000000001","28","https://www.rarecarat.com/Home/GetRitani/c77fa71f-cd1a-4839-a514-528ca08cd9fb","25"
"1.560000000000001","49","https://www.rarecarat.com/Home/GetZoara/c77fa71f-cd1a-4839-a514-528ca08cd9fb","18"
"1.560000000000001","91","https://www.rarecarat.com/Home/GetWonderJewelers/c77fa71f-cd1a-4839-a514-528ca08cd9fb","50"
"1.570000000000001","23","https://www.rarecarat.com/Home/GetWhiteflash/248a08a2-2149-4267-9288-85c61ab4afac","23"
"1.570000000000001","18","https://www.rarecarat.com/Home/GetZales/248a08a2-2149-4267-9288-85c61ab4afac","18"
"1.570000000000001","24","https://www.rarecarat.com/Home/GetRitani/248a08a2-2149-4267-9288-85c61ab4afac","24"
"1.570000000000001","36","https://www.rarecarat.com/Home/GetZoara/248a08a2-2149-4267-9288-85c61ab4afac","18"
"1.570000000000001","75","https://www.rarecarat.com/Home/GetWonderJewelers/248a08a2-2149-4267-9288-85c61ab4afac","50"
"1.580000000000001","25","https://www.rarecarat.com/Home/GetWhiteflash/4b4f60ec-66b3-4989-b854-4ea4447f2ed3","25"
"1.580000000000001","13","https://www.rarecarat.com/Home/GetZales/4b4f60ec-66b3-4989-b854-4ea4447f2ed3","13"
"1.580000000000001","26","https://www.rarecarat.com/Home/GetRitani/4b4f60ec-66b3-4989-b854-4ea4447f2ed3","25"
"1.580000000000001","21","https://www.rarecarat.com/Home/GetZoara/4b4f60ec-66b3-4989-b854-4ea4447f2ed3","18"
"1.580000000000001","53","https://www.rarecarat.com/Home/GetWonderJewelers/4b4f60ec-66b3-4989-b854-4ea4447f2ed3","50"
"1.590000000000001","12","https://www.rarecarat.com/Home/GetWhiteflash/09d27927-f22a-4b5a-bbdd-f161de24f911","12"
"1.590000000000001","20","https://www.rarecarat.com/Home/GetZales/09d27927-f22a-4b5a-bbdd-f161de24f911","20"
"1.590000000000001","13","https://www.rarecarat.com/Home/GetRitani/09d27927-f22a-4b5a-bbdd-f161de24f911","13"
"1.590000000000001","18","https://www.rarecarat.com/Home/GetZoara/09d27927-f22a-4b5a-bbdd-f161de24f911","17"
"1.590000000000001","47","https://www.rarecarat.com/Home/GetWonderJewelers/09d27927-f22a-4b5a-bbdd-f161de24f911","47"
"1.600000000000001","29","https://www.rarecarat.com/Home/GetWhiteflash/6acbca5f-7aca-47f6-8a8c-ec0b2afcbd30","29"
"1.600000000000001","24","https://www.rarecarat.com/Home/GetZales/6acbca5f-7aca-47f6-8a8c-ec0b2afcbd30","24"
"1.600000000000001","51","https://www.rarecarat.com/Home/GetRitani/6acbca5f-7aca-47f6-8a8c-ec0b2afcbd30","25"
"1.600000000000001","77","https://www.rarecarat.com/Home/GetZoara/6acbca5f-7aca-47f6-8a8c-ec0b2afcbd30","15"
"1.600000000000001","105","https://www.rarecarat.com/Home/GetWonderJewelers/6acbca5f-7aca-47f6-8a8c-ec0b2afcbd30","50"
"1.610000000000001","35","https://www.rarecarat.com/Home/GetWhiteflash/f2c6c0f6-b79a-4dcb-9b40-f4988964a29c","35"
"1.610000000000001","26","https://www.rarecarat.com/Home/GetZales/f2c6c0f6-b79a-4dcb-9b40-f4988964a29c","26"
"1.610000000000001","25","https://www.rarecarat.com/Home/GetRitani/f2c6c0f6-b79a-4dcb-9b40-f4988964a29c","25"
"1.610000000000001","45","https://www.rarecarat.com/Home/GetZoara/f2c6c0f6-b79a-4dcb-9b40-f4988964a29c","17"
"1.610000000000001","84","https://www.rarecarat.com/Home/GetWonderJewelers/f2c6c0f6-b79a-4dcb-9b40-f4988964a29c","50"
"1.620000000000001","19","https://www.rarecarat.com/Home/GetWhiteflash/5548cb1f-6613-4325-84d1-0a22cd920834","19"
"1.620000000000001","15","https://www.rarecarat.com/Home/GetZales/5548cb1f-6613-4325-84d1-0a22cd920834","15"
"1.620000000000001","13","https://www.rarecarat.com/Home/GetRitani/5548cb1f-6613-4325-84d1-0a22cd920834","13"
"1.620000000000001","20","https://www.rarecarat.com/Home/GetZoara/5548cb1f-6613-4325-84d1-0a22cd920834","17"
"1.620000000000001","60","https://www.rarecarat.com/Home/GetWonderJewelers/5548cb1f-6613-4325-84d1-0a22cd920834","50"
"1.630000000000001","22","https://www.rarecarat.com/Home/GetWhiteflash/766ce7c4-6016-49a8-b3a3-39e03c2e4c8b","22"
"1.630000000000001","9","https://www.rarecarat.com/Home/GetZales/766ce7c4-6016-49a8-b3a3-39e03c2e4c8b","9"
"1.630000000000001","25","https://www.rarecarat.com/Home/GetRitani/766ce7c4-6016-49a8-b3a3-39e03c2e4c8b","25"
"1.630000000000001","21","https://www.rarecarat.com/Home/GetZoara/766ce7c4-6016-49a8-b3a3-39e03c2e4c8b","18"
"1.630000000000001","52","https://www.rarecarat.com/Home/GetWonderJewelers/766ce7c4-6016-49a8-b3a3-39e03c2e4c8b","50"
"1.640000000000001","8","https://www.rarecarat.com/Home/GetWhiteflash/9a8f01b0-fe39-43f1-95a0-7ccdd4e63ea0","8"
"1.640000000000001","10","https://www.rarecarat.com/Home/GetZales/9a8f01b0-fe39-43f1-95a0-7ccdd4e63ea0","10"
"1.640000000000001","6","https://www.rarecarat.com/Home/GetRitani/9a8f01b0-fe39-43f1-95a0-7ccdd4e63ea0","6"
"1.640000000000001","11","https://www.rarecarat.com/Home/GetZoara/9a8f01b0-fe39-43f1-95a0-7ccdd4e63ea0","11"
"1.640000000000001","29","https://www.rarecarat.com/Home/GetWonderJewelers/9a8f01b0-fe39-43f1-95a0-7ccdd4e63ea0","29"
"1.650000000000001","16","https://www.rarecarat.com/Home/GetWhiteflash/eb9aaea1-ac1a-4a9e-a8c8-90255739e9b6","16"
"1.650000000000001","10","https://www.rarecarat.com/Home/GetZales/eb9aaea1-ac1a-4a9e-a8c8-90255739e9b6","10"
"1.650000000000001","16","https://www.rarecarat.com/Home/GetRitani/eb9aaea1-ac1a-4a9e-a8c8-90255739e9b6","16"
"1.650000000000001","17","https://www.rarecarat.com/Home/GetZoara/eb9aaea1-ac1a-4a9e-a8c8-90255739e9b6","16"
"1.650000000000001","36","https://www.rarecarat.com/Home/GetWonderJewelers/eb9aaea1-ac1a-4a9e-a8c8-90255739e9b6","36"
"1.660000000000001","22","https://www.rarecarat.com/Home/GetWhiteflash/e6f65946-0611-48ec-9108-46de5b69558d","22"
"1.660000000000001","13","https://www.rarecarat.com/Home/GetZales/e6f65946-0611-48ec-9108-46de5b69558d","13"
"1.660000000000001","10","https://www.rarecarat.com/Home/GetRitani/e6f65946-0611-48ec-9108-46de5b69558d","10"
"1.660000000000001","8","https://www.rarecarat.com/Home/GetZoara/e6f65946-0611-48ec-9108-46de5b69558d","8"
"1.660000000000001","33","https://www.rarecarat.com/Home/GetWonderJewelers/e6f65946-0611-48ec-9108-46de5b69558d","33"
"1.670000000000001","12","https://www.rarecarat.com/Home/GetWhiteflash/30769f5e-e94a-473f-82a1-c1f4674336d3","12"
"1.670000000000001","4","https://www.rarecarat.com/Home/GetZales/30769f5e-e94a-473f-82a1-c1f4674336d3","4"
"1.670000000000001","7","https://www.rarecarat.com/Home/GetRitani/30769f5e-e94a-473f-82a1-c1f4674336d3","7"
"1.670000000000001","9","https://www.rarecarat.com/Home/GetZoara/30769f5e-e94a-473f-82a1-c1f4674336d3","9"
"1.670000000000001","23","https://www.rarecarat.com/Home/GetWonderJewelers/30769f5e-e94a-473f-82a1-c1f4674336d3","23"
"1.680000000000001","5","https://www.rarecarat.com/Home/GetWhiteflash/e4d120a9-8f97-42bb-9a39-3c1c08050af7","5"
"1.680000000000001","1","https://www.rarecarat.com/Home/GetZales/e4d120a9-8f97-42bb-9a39-3c1c08050af7","1"
"1.680000000000001","5","https://www.rarecarat.com/Home/GetRitani/e4d120a9-8f97-42bb-9a39-3c1c08050af7","5"
"1.680000000000001","2","https://www.rarecarat.com/Home/GetZoara/e4d120a9-8f97-42bb-9a39-3c1c08050af7","2"
"1.680000000000001","18","https://www.rarecarat.com/Home/GetWonderJewelers/e4d120a9-8f97-42bb-9a39-3c1c08050af7","18"
"1.690000000000001","5","https://www.rarecarat.com/Home/GetWhiteflash/b1d35c70-d901-4428-9bdb-c6e4060e9b8d","5"
"1.690000000000001","2","https://www.rarecarat.com/Home/GetZales/b1d35c70-d901-4428-9bdb-c6e4060e9b8d","2"
"1.690000000000001","8","https://www.rarecarat.com/Home/GetRitani/b1d35c70-d901-4428-9bdb-c6e4060e9b8d","8"
"1.690000000000001","5","https://www.rarecarat.com/Home/GetZoara/b1d35c70-d901-4428-9bdb-c6e4060e9b8d","5"
"1.690000000000001","14","https://www.rarecarat.com/Home/GetWonderJewelers/b1d35c70-d901-4428-9bdb-c6e4060e9b8d","14"
"1.700000000000001","159","https://www.rarecarat.com/Home/GetWhiteflash/42251133-ea37-450f-ab67-f2d37fe02949","50"
"1.700000000000001","134","https://www.rarecarat.com/Home/GetZales/42251133-ea37-450f-ab67-f2d37fe02949","40"
"1.700000000000001","189","https://www.rarecarat.com/Home/GetRitani/42251133-ea37-450f-ab67-f2d37fe02949","25"
"1.700000000000001","212","https://www.rarecarat.com/Home/GetZoara/42251133-ea37-450f-ab67-f2d37fe02949","15"
"1.700000000000001","411","https://www.rarecarat.com/Home/GetWonderJewelers/42251133-ea37-450f-ab67-f2d37fe02949","50"
"1.710000000000001","76","https://www.rarecarat.com/Home/GetWhiteflash/3c29b889-4d61-4612-9077-0d16f2faa12b","50"
"1.710000000000001","58","https://www.rarecarat.com/Home/GetZales/3c29b889-4d61-4612-9077-0d16f2faa12b","40"
"1.710000000000001","40","https://www.rarecarat.com/Home/GetRitani/3c29b889-4d61-4612-9077-0d16f2faa12b","25"
"1.710000000000001","65","https://www.rarecarat.com/Home/GetZoara/3c29b889-4d61-4612-9077-0d16f2faa12b","17"
"1.710000000000001","188","https://www.rarecarat.com/Home/GetWonderJewelers/3c29b889-4d61-4612-9077-0d16f2faa12b","50"
"1.720000000000001","40","https://www.rarecarat.com/Home/GetWhiteflash/0b13d5f7-8ca8-49b6-ad59-a023b179cea6","40"
"1.720000000000001","27","https://www.rarecarat.com/Home/GetZales/0b13d5f7-8ca8-49b6-ad59-a023b179cea6","27"
"1.720000000000001","28","https://www.rarecarat.com/Home/GetRitani/0b13d5f7-8ca8-49b6-ad59-a023b179cea6","25"
"1.720000000000001","47","https://www.rarecarat.com/Home/GetZoara/0b13d5f7-8ca8-49b6-ad59-a023b179cea6","18"
"1.720000000000001","102","https://www.rarecarat.com/Home/GetWonderJewelers/0b13d5f7-8ca8-49b6-ad59-a023b179cea6","50"
"1.730000000000001","41","https://www.rarecarat.com/Home/GetWhiteflash/203a20b5-957e-4765-947f-5ab56f0dd06b","41"
"1.730000000000001","22","https://www.rarecarat.com/Home/GetZales/203a20b5-957e-4765-947f-5ab56f0dd06b","22"
"1.730000000000001","29","https://www.rarecarat.com/Home/GetRitani/203a20b5-957e-4765-947f-5ab56f0dd06b","25"
"1.730000000000001","82","https://www.rarecarat.com/Home/GetWonderJewelers/203a20b5-957e-4765-947f-5ab56f0dd06b","50"
"1.730000000000001","24","https://www.rarecarat.com/Home/GetZoara/203a20b5-957e-4765-947f-5ab56f0dd06b","13"
"1.740000000000001","30","https://www.rarecarat.com/Home/GetWhiteflash/4dc1fd34-74ab-4745-8c79-b01058e15dab","30"
"1.740000000000001","27","https://www.rarecarat.com/Home/GetZales/4dc1fd34-74ab-4745-8c79-b01058e15dab","27"
"1.740000000000001","13","https://www.rarecarat.com/Home/GetRitani/4dc1fd34-74ab-4745-8c79-b01058e15dab","13"
"1.740000000000001","18","https://www.rarecarat.com/Home/GetZoara/4dc1fd34-74ab-4745-8c79-b01058e15dab","18"
"1.740000000000001","61","https://www.rarecarat.com/Home/GetWonderJewelers/4dc1fd34-74ab-4745-8c79-b01058e15dab","50"
"1.750000000000001","31","https://www.rarecarat.com/Home/GetWhiteflash/b9c9c686-29d9-400e-9313-69a803e904ad","31"
"1.750000000000001","19","https://www.rarecarat.com/Home/GetZales/b9c9c686-29d9-400e-9313-69a803e904ad","19"
"1.750000000000001","27","https://www.rarecarat.com/Home/GetRitani/b9c9c686-29d9-400e-9313-69a803e904ad","25"
"1.750000000000001","28","https://www.rarecarat.com/Home/GetZoara/b9c9c686-29d9-400e-9313-69a803e904ad","18"
"1.750000000000001","54","https://www.rarecarat.com/Home/GetWonderJewelers/b9c9c686-29d9-400e-9313-69a803e904ad","50"
"1.7600000000000011","23","https://www.rarecarat.com/Home/GetWhiteflash/6d0f30b5-a6de-4cfb-8dae-0106e189062f","23"
"1.7600000000000011","6","https://www.rarecarat.com/Home/GetZales/6d0f30b5-a6de-4cfb-8dae-0106e189062f","6"
"1.7600000000000011","15","https://www.rarecarat.com/Home/GetRitani/6d0f30b5-a6de-4cfb-8dae-0106e189062f","15"
"1.7600000000000011","22","https://www.rarecarat.com/Home/GetZoara/6d0f30b5-a6de-4cfb-8dae-0106e189062f","15"
"1.7600000000000011","36","https://www.rarecarat.com/Home/GetWonderJewelers/6d0f30b5-a6de-4cfb-8dae-0106e189062f","36"
"1.7700000000000011","15","https://www.rarecarat.com/Home/GetWhiteflash/6266a26c-ff69-40c8-a215-4b281f9d7190","15"
"1.7700000000000011","8","https://www.rarecarat.com/Home/GetZales/6266a26c-ff69-40c8-a215-4b281f9d7190","8"
"1.7700000000000011","5","https://www.rarecarat.com/Home/GetRitani/6266a26c-ff69-40c8-a215-4b281f9d7190","5"
"1.7700000000000011","13","https://www.rarecarat.com/Home/GetZoara/6266a26c-ff69-40c8-a215-4b281f9d7190","13"
"1.7700000000000011","40","https://www.rarecarat.com/Home/GetWonderJewelers/6266a26c-ff69-40c8-a215-4b281f9d7190","40"
"1.7800000000000011","13","https://www.rarecarat.com/Home/GetWhiteflash/e2f6c20e-4916-49ad-9ca8-17260a00d05b","13"
"1.7800000000000011","4","https://www.rarecarat.com/Home/GetZales/e2f6c20e-4916-49ad-9ca8-17260a00d05b","4"
"1.7800000000000011","4","https://www.rarecarat.com/Home/GetRitani/e2f6c20e-4916-49ad-9ca8-17260a00d05b","4"
"1.7800000000000011","4","https://www.rarecarat.com/Home/GetZoara/e2f6c20e-4916-49ad-9ca8-17260a00d05b","4"
"1.7800000000000011","22","https://www.rarecarat.com/Home/GetWonderJewelers/e2f6c20e-4916-49ad-9ca8-17260a00d05b","22"
"1.7900000000000011","9","https://www.rarecarat.com/Home/GetWhiteflash/8c4990ca-d04c-46c7-833d-bec5356fea1a","9"
"1.7900000000000011","6","https://www.rarecarat.com/Home/GetZales/8c4990ca-d04c-46c7-833d-bec5356fea1a","6"
"1.7900000000000011","7","https://www.rarecarat.com/Home/GetRitani/8c4990ca-d04c-46c7-833d-bec5356fea1a","7"
